factor,corr_with_forward_return,mean_when_up,mean_when_down,difference_up_down,missing_rate,abs_corr_rank
m5_intraday_volatility_std_5,0.1684240135000347,0.0006087280037481122,0.0004675007970272706,0.00014122720672084157,0.8390625,29.0
m5_open_shock_reversal,0.1680266942723906,0.0017144837627573566,-0.00023140212678394732,0.001945885889541304,0.8380208333333333,30.0
large_down_return_sum_20,-0.1678164499142938,-0.10074850233069202,-0.08360661949731674,-0.017141882833375283,0.0046875,31.0
breakout_high_20,-0.16018827400495614,-0.04389353541310989,-0.034331372913422926,-0.009562162499686964,0.0046875,32.0
m5_afternoon_return_std_5,0.15930198276107127,0.010351035842952747,0.00802267696675013,0.0023283588762026165,0.8390625,33.0
atr_ratio_20_60,0.15674412918037925,1.048733067147995,1.0005085629740733,0.04822450417392177,0.015104166666666667,34.0
m5_large_up_count,0.15610392853532348,2.9548022598870056,2.2611940298507465,0.6936082300362592,0.8380208333333333,35.0
m5_intraday_slope_z_20,0.1551743934137036,0.023664823177047125,-0.1304609547407183,0.15412577791776544,0.8401041666666667,36.0
volatility_ratio_20_60,0.15347830162892376,1.0007720545169978,0.9348204462065202,0.06595160831047764,0.015625,37.0
breakout_high_prior_20,-0.1526269114966224,-0.04315685204371168,-0.03343062876946279,-0.009726223274248894,0.005208333333333333,38.0
m5_volume_return_corr_z_20,0.1524459161272231,-0.005515371884342889,-0.08475196301523386,0.07923659113089096,0.8401041666666667,39.0
drawdown_20,-0.14904974997709394,-0.03951613802713479,-0.030875329217259793,-0.008640808809874993,0.0046875,40.0
m5_intraday_slope_rank_20,0.14695427828633714,0.5294425415853987,0.4881005665158141,0.04134197506958459,0.8401041666666667,41.0
true_range_pct,0.1464593199353968,0.020203449775772164,0.01750553329420744,0.0026979164815647237,0.0005208333333333333,42.0
amihud_illiq_60,0.146101338885722,0.009296639536903947,0.008632218323429398,0.0006644212134745489,0.015625,43.0
daily_range_pct,0.14531689158141828,0.019189896652766818,0.016674163822742453,0.002515732830024365,0.0005208333333333333,44.0
close_to_low,0.14385736551812003,0.011175819341237871,0.009551636933247221,0.00162418240799065,0.0,45.0
m5_bar_range_max,0.14378285751314698,0.011061065904313936,0.010026724221550045,0.0010343416827638917,0.8380208333333333,46.0
downside_volatility_10,0.1429303123248878,0.009563932813866628,0.008306593346017212,0.0012573394678494151,0.0020833333333333333,47.0
large_up_return_sum_20,0.1429149909197291,0.09756473507405397,0.08269953825412422,0.014865196819929746,0.0046875,48.0
m5_last_hour_volume_share_mean_5,-0.14099396321930396,0.22556396705327086,0.22667789436169508,-0.0011139273084242174,0.8390625,49.0
breakout_low_20,0.14035171227385207,0.08479897055597861,0.07133819190036438,0.013460778655614236,0.0046875,50.0
m5_intraday_range_std_5,0.13752673775018098,0.011697724606060488,0.009492575786241082,0.0022051488198194056,0.8390625,51.0
downside_volatility_5,0.1375247896822119,0.008769808100548579,0.006707837199279987,0.0020619709012685917,0.0010416666666666667,52.0
m5_longest_down_streak,-0.13588473170074958,5.192090395480226,5.440298507462686,-0.24820811198246062,0.8380208333333333,53.0
m5_intraday_return,0.13458846884550885,0.0018619769594009194,-0.000690560443053864,0.0025525374024547836,0.8380208333333333,54.0
breakout_low_prior_20,0.13009544431270176,0.08585530764816321,0.07235584737002229,0.013499460278140918,0.005208333333333333,55.0
m5_volume_return_corr_rank_20,0.12979795614826023,0.5266898974041833,0.5046474856556126,0.02204241174857069,0.8401041666666667,56.0
m5_first_hour_return_mean_5,-0.12950108865981289,-0.0008909737350104631,-0.0001677374632410613,-0.0007232362717694017,0.8390625,57.0
breakout_high_60,-0.1278724757818115,-0.06800258060651651,-0.05605242605333399,-0.011950154553182518,0.015104166666666667,58.0
atr_5,0.12557131993340714,34.58593629227053,30.15936363636364,4.426572655906892,0.0010416666666666667,59.0
m5_open_30m_range,0.12431891616371372,0.017308405657209276,0.01534580992591564,0.001962595731293636,0.8380208333333333,60.0
breakout_high_prior_60,-0.12407071107511405,-0.06718494451491051,-0.05534296333499546,-0.011841981179915056,0.015625,61.0
breakout_high_120,-0.12399401792879637,-0.08761717652222469,-0.07439586390243043,-0.013221312619794257,0.030729166666666665,62.0
m5_up_volume_share,0.12395720837103123,0.4561286038788314,0.45165637519981855,0.0044722286790128685,0.8380208333333333,63.0
m5_up_amount_share,0.1239571942040901,0.4561293056146337,0.45165703584632283,0.004472269768310888,0.8380208333333333,64.0
breakout_high_prior_120,-0.12227611721722677,-0.08682212364124446,-0.07363305462183461,-0.013189069019409846,0.03125,65.0
m5_intraday_range,0.1218117835805044,0.029950008354271935,0.026059249612718653,0.0038907587415532817,0.8380208333333333,66.0
m5_large_volume_bar_return_rank_20,0.12179972797644562,0.5238125525268382,0.5024166690865607,0.02139588344027754,0.8401041666666667,67.0
m5_high_to_close_reversal_z_20,0.1217583911847113,-0.06819197123065225,-0.08793262640181479,0.01974065517116254,0.8401041666666667,68.0
m5_intraday_trend_consistency,0.12145581203136036,0.5164082221420845,0.5103207367418229,0.006087485400261605,0.8380208333333333,69.0
m5_positive_bar_ratio,0.12145581203136036,0.5164082221420845,0.5103207367418229,0.006087485400261605,0.8380208333333333,69.0
drawdown_60,-0.12136840109912812,-0.06419735136035605,-0.05278631760318542,-0.011411033757170633,0.015104166666666667,70.0
m5_net_volume_pressure_z_20,0.12041997967982956,0.003885295677568969,-0.027387240609944335,0.0312725362875133,0.8401041666666667,71.0
m5_net_amount_pressure_z_20,0.12041983001653,0.0038852210904225105,-0.02738711649368203,0.03127233758410454,0.8401041666666667,72.0
drawdown_120,-0.11921643906904067,-0.08404616403687809,-0.07133024097476968,-0.012715923062108406,0.030729166666666665,73.0
m5_negative_bar_ratio,-0.1186066163258691,0.482750330568578,0.48809145760558903,-0.0053411270370110064,0.8380208333333333,74.0
m5_net_volume_pressure,0.11643464940003133,0.02697933209440171,0.02183480512297843,0.005144526971423282,0.8380208333333333,75.0
m5_net_amount_pressure,0.11643457719203404,0.02697925271722137,0.021834677557337343,0.005144575159884028,0.8380208333333333,76.0
atr_10,0.11586807992370723,34.007365169389,30.599967941967947,3.4073972274210504,0.0020833333333333333,77.0
m5_intraday_volatility,0.11584075954624555,0.002029470537629178,0.0018153372279191397,0.00021413330971003825,0.8380208333333333,78.0
m5_daily_intraday_gap,-0.11529494447942647,-0.0005215460177039841,0.001630671280350372,-0.002152217298054356,0.8380208333333333,79.0
m5_high_to_close_reversal_rank_20,0.11510824139927966,0.5194791081933938,0.5046257717600595,0.014853336433334308,0.8401041666666667,80.0
m5_afternoon_return_mean_5,0.11499949620018267,-0.0004523428804818879,0.00034451671680002445,-0.0007968595972819123,0.8390625,81.0
volume_ratio_20,0.11452817539963928,0.016305717262308686,-0.005185735567175991,0.021491452829484677,0.0046875,82.0
atr_ratio_60,0.11415582852759859,0.018784087338646654,0.017992828606107802,0.000791258732538852,0.015104166666666667,83.0
atr_20,0.11409505462541351,33.66436089154875,30.656340158045985,3.008020733502768,0.0046875,84.0
m5_morning_to_close_reversal,0.11118245783393356,-0.00011136727328786127,7.03417563053611e-05,-0.00018170902959322235,0.8380208333333333,85.0
m5_afternoon_return,0.10881751187482508,-0.0002034558390562312,3.456000613439173e-06,-0.00020691183966967035,0.8380208333333333,86.0
m5_morning_return,0.10801654070565885,0.0018867529699709508,-0.000803069002486102,0.0026898219724570526,0.8380208333333333,87.0
m5_down_amount_share,-0.10798628685094966,0.42915005289741226,0.4298223582889854,-0.000672305391573147,0.8380208333333333,88.0
m5_net_amount_pressure_rank_20,0.10787576236278594,0.528926232497661,0.5222367183183746,0.0066895141792864266,0.8401041666666667,89.0
m5_net_volume_pressure_rank_20,0.10787576236278594,0.528926232497661,0.5222367183183746,0.0066895141792864266,0.8401041666666667,89.0
m5_volume_return_corr,0.10390489007510774,0.00417784886001635,-0.015904900301986356,0.020082749162002707,0.8380208333333333,90.0
m5_amount_return_corr,0.10390425634681372,0.004177835575242783,-0.015904881479727604,0.020082717054970386,0.8380208333333333,91.0
volume_ratio_10,0.10263273316673667,0.008104362643954106,-0.0011113258864145382,0.009215688530368644,0.0020833333333333333,92.0
m5_high_time_ratio,0.10253844325638702,0.42008003766478347,0.3734452736318408,0.046634764032942644,0.8380208333333333,93.0
volume_ratio_60,0.1012500424279547,0.01798088589903029,0.0028569271697218347,0.015123958729308455,0.015104166666666667,94.0
crash_risk_score,0.10014278759475098,0.29997667894379965,0.27904998909132483,0.02092668985247481,0.0,95.0
m5_intraday_close_position,0.09763531973200473,0.5604472364668531,0.546563525872454,0.013883710594399079,0.8380208333333333,96.0
ma_slope_5,-0.09489112798322652,0.002845268985868268,0.0061376258667338885,-0.0032923568808656207,0.0046875,97.0
volume_abnormality_20,0.0948170805797137,0.07063034677737817,-0.05023618750670174,0.12086653428407991,0.0046875,98.0
m5_low_time_ratio,-0.09383736533505863,0.3626412429378531,0.35618781094527363,0.0064534319925794725,0.8380208333333333,99.0
m5_last_hour_return_mean_5,-0.09207477728680899,-1.6564307455605093e-05,0.0006123102243255434,-0.0006288745317811485,0.8390625,100.0
m5_bar_range_mean,0.0876570567603176,0.002224909197468471,0.002037503126273372,0.00018740607119509907,0.8380208333333333,101.0
amount_abnormality_20,0.08718736811801814,0.033800763891807056,-0.0711798297221567,0.10498059361396375,0.0046875,102.0
volume_abnormality_60,0.08693251413676222,0.03364215197287148,-0.011679537637704376,0.04532168961057585,0.015104166666666667,103.0
ma_slope_20,-0.08609374812074468,0.0029726219677942483,0.0048711700968827425,-0.0018985481290884941,0.007291666666666667,104.0
volatility_60,0.08201648209325854,0.0166138127081737,0.016072021367975378,0.0005417913401983207,0.015625,105.0
m5_low_to_close_recovery_rank_20,0.08113598135514269,0.5189363176506033,0.5222202723460464,-0.00328395469544307,0.8401041666666667,106.0
macd,-0.0795852603050989,8.937564108588148,12.851888753232242,-3.9143246446440934,0.013020833333333334,107.0
up_day_ratio_60,-0.0790791642416058,0.5659409514003365,0.5766198540717352,-0.010678902671398705,0.015104166666666667,108.0
ret_median_60,-0.07850053091821894,0.001979300044271348,0.002355729229718038,-0.00037642918544668986,0.015625,109.0
m5_return_reversal_1,-0.07767962813438961,-0.0011102666384107812,-0.00035177940937142964,-0.0007584872290393516,0.8385416666666666,110.0
m5_low_to_close_recovery_z_20,0.07701704992825428,0.011172378523914308,-0.0283912709509915,0.03956364947490581,0.8401041666666667,111.0
ma_ratio_120,-0.07677169031461606,0.03501644335804111,0.048844262952171764,-0.013827819594130653,0.030729166666666665,112.0
ma_slope_120,-0.07596764114901038,0.002619789653093057,0.003318070040983343,-0.0006982803878902858,0.03333333333333333,113.0
downside_volatility_60,0.07571583255142049,0.010700668406138742,0.010321890851398384,0.0003787775547403581,0.015104166666666667,114.0
amount_abnormality_60,0.07514951480765718,-0.012272305913473974,-0.04336194633354388,0.031089640420069904,0.015104166666666667,115.0
ret_mean_60,-0.07495812949979677,0.0007135304635670557,0.0009810111250669617,-0.000267480661499906,0.015625,116.0
upper_shadow,0.07420449491633864,0.00268837789346637,0.002348037705888872,0.000340340187577498,0.0,117.0
intraday_body,0.0726322713582991,0.0016691941043156812,0.0006312664021285275,0.0010379277021871536,0.0,118.0
macd_signal,-0.07256271500969788,8.702142186985691,12.667371869057106,-3.9652296820714152,0.0171875,119.0
ma_ratio_60,-0.07204243677466383,0.017798554875396076,0.027238612794773902,-0.009440057919377826,0.015104166666666667,120.0
ma_slope_60,-0.07138823009545461,0.002806361364678707,0.004066294695511573,-0.0012599333308328654,0.017708333333333333,121.0
volume_abnormality_10,0.07126808558435713,0.03690491287044044,-0.023246472571549298,0.06015138544198974,0.0020833333333333333,122.0
ma_spread_5_20,-0.07100713696062093,0.004847737341915069,0.006692705769654188,-0.001844968427739119,0.0046875,123.0
amount_abnormality_10,0.06970394610973965,0.011120466764050103,-0.037133054033607414,0.04825352079765752,0.0020833333333333333,124.0
ma_spread_20_60,-0.06954708224318447,0.010878635998843592,0.0178961707679318,-0.007017534769088209,0.015104166666666667,125.0
large_up_count_20,0.06695572104935708,4.5040946314831665,4.146551724137931,0.35754290734523586,0.0046875,126.0
m5_morning_return_mean_5,-0.0667435328591762,0.0007720564872491452,0.0009322376562427044,-0.00016018116899355918,0.8390625,127.0
amount_ratio_10,0.06651679961100343,0.006203689094402866,0.0008010205719575394,0.005402668522445326,0.0020833333333333333,128.0
m5_last_hour_return_std_5,0.06639699968440865,0.00722303742657618,0.005963862881758209,0.0012591745448179703,0.8390625,129.0
ret_60,-0.06632420151592194,0.04342764585532351,0.060284632108491235,-0.016856986253167727,0.03125,130.0
amount_ratio_20,0.06619777322000636,0.01405866533570588,-0.0016607960685115903,0.01571946140421747,0.0046875,131.0
m5_midday_reversal_std_5,0.06573850835280284,0.006967999021424424,0.0058387797979425286,0.0011292192234818952,0.8390625,132.0
severe_drawdown_regime,0.06455340061312512,0.20162748643761302,0.16093366093366093,0.04069382550395209,0.0,133.0
drawdown_speed_120,-0.06439040587594518,-0.0019610849282079043,0.0026418695453347585,-0.004602954473542663,0.03333333333333333,134.0
trend_slope_60,-0.06376009833113054,0.0005350713735239803,0.000859138733146453,-0.0003240673596224727,0.015104166666666667,135.0
up_volume_ratio_60,-0.060988095241457874,0.5708130616519362,0.5805356415312339,-0.0097225798792977,0.015104166666666667,136.0
ret_mean_20,-0.05772023515511218,0.0007801347702317547,0.0010165431551139045,-0.00023640838488214982,0.005208333333333333,137.0
volatility_ratio_5_20,0.05768509702719912,0.9505996583636069,0.8836045184492491,0.06699513991435779,0.005208333333333333,138.0
kdj_cross,0.057599987088413546,0.20184651723214078,-0.37418222794896694,0.5760287451811077,0.004166666666666667,139.0
m5_first_hour_return,0.0572351721012732,-8.327918599385323e-05,-0.001420559449722341,0.0013372802637284878,0.8380208333333333,140.0
m5_open_30m_close_position,0.056733966366714246,0.5456391548221707,0.5635132922844985,-0.0178741374623278,0.8380208333333333,141.0
m5_intraday_trend_consistency_mean_5,0.05654958562890117,0.5124153771760155,0.5153415453527436,-0.0029261681767280834,0.8390625,142.0
m5_positive_bar_ratio_mean_5,0.05654958562890117,0.5124153771760155,0.5153415453527436,-0.0029261681767280834,0.8390625,142.0
m5_close_30m_sell_pressure_rank_20,-0.056469460799804916,0.5442172747887034,0.5136150173785623,0.03060225741014111,0.8401041666666667,143.0
m5_volume_profile,-0.05640730921458798,0.4582415024958754,0.46404617030902284,-0.005804667813147424,0.8380208333333333,144.0
trend_slope_20,-0.0542957025158223,0.0006639595309103699,0.0008118439347135368,-0.00014788440380316694,0.0046875,145.0
ret_mean_5,-0.05419667125696572,0.0005167277722496639,0.0013393507324204698,-0.0008226229601708059,0.0010416666666666667,146.0
ma_ratio_10,-0.05302172557676056,0.0023643982729245963,0.004826440183955777,-0.002462041911031181,0.0020833333333333333,147.0
m5_negative_bar_ratio_mean_5,-0.05278703774651566,0.48673839458413926,0.48318669012957927,0.0035517044545599896,0.8390625,148.0
ret_1,0.05265968714520283,0.001098435135857654,0.0004985578379414697,0.0005998772979161842,0.0005208333333333333,149.0
m5_volume_profile_change_5,-0.05237394383883024,-0.0026737121780116124,0.0037085743842932882,-0.006382286562304901,0.8390625,150.0
m5_midday_reversal_mean_5,-0.05207259127896926,0.00013411143749016485,0.0006272338484044836,-0.0004931224109143188,0.8390625,151.0
ret_5,-0.05108241635919424,0.002686701688947089,0.006886642386162551,-0.004199940697215462,0.0026041666666666665,152.0
ma_spread_60_120,-0.05100364490983906,0.01533557326582198,0.019142254320409835,-0.0038066810545878543,0.030729166666666665,153.0
ma_ratio_20,-0.050860965140487734,0.006227621209423743,0.008743203644911423,-0.0025155824354876795,0.0046875,154.0
drawdown_speed_60,-0.050635861910949605,-0.0018818220691537541,0.002014462899613288,-0.003896284968767042,0.017708333333333333,155.0
bear_high_vol_regime,0.050206228711856864,0.1609403254972875,0.12776412776412777,0.033176197733159746,0.0,156.0
m5_close_30m_return,0.04912825813647755,0.00030477071730728014,0.001253009146926489,-0.0009482384296192088,0.8380208333333333,157.0
m5_close_vwap_position_std_5,0.04883165325147971,0.006406739266868407,0.0061505931388585785,0.00025614612800982893,0.8390625,158.0
volume_price_confirmation_5,-0.04868298348748712,0.003394381124283615,0.016892810201502812,-0.013498429077219197,0.0010416666666666667,159.0
amount_ratio_60,0.04836651185548174,0.011591804866698181,0.007535983544820023,0.004055821321878158,0.015104166666666667,160.0
rsi_24,-0.04825863019304986,53.20976596619372,54.214555920280674,-1.0047899540869523,0.0125,161.0
ret_median_5,-0.048128133443899636,0.001426798534035556,0.0020287539409149244,-0.0006019554068793685,0.0010416666666666667,162.0
ret_mean_10,-0.047281789051904964,0.0008317890155014566,0.0009524564172859165,-0.00012066740178445995,0.0026041666666666665,163.0
atr_60,0.047015531695497687,31.94807486720826,31.172625508958433,0.7754493582498263,0.015104166666666667,164.0
close_position_120,-0.046902445945326235,0.6692052162479578,0.7034518840346533,-0.034246667786695495,0.030729166666666665,165.0
ma_slope_10,-0.046766409390994496,0.0038786637030869767,0.004207362858262557,-0.00032869915517557986,0.0046875,166.0
ret_20,-0.04670220490671148,0.016050133103039838,0.02061347668964145,-0.004563343586601612,0.010416666666666666,167.0
m5_open_30m_amount_share,-0.04614689695839468,0.3202463497816212,0.32507790452085544,-0.004831554739234245,0.8380208333333333,168.0
m5_open_30m_volume_share,-0.046145646828387135,0.3202494039917848,0.32508086332780706,-0.004831459336022248,0.8380208333333333,169.0
m5_morning_afternoon_spread,0.04558023423756528,0.0020902088090271817,-0.0008065250030995412,0.002896733812126723,0.8380208333333333,170.0
m5_negative_bar_ratio_std_5,-0.045534168338762934,0.10050849067548615,0.09705340875692717,0.0034550819185589776,0.8390625,171.0
trend_vol_regime,-0.04511827441854103,0.10510849909584087,0.20208845208845208,-0.09697995299261121,0.0,172.0
high_volatility_regime,0.043131888848973524,0.352622061482821,0.3194103194103194,0.033211742072501604,0.0,173.0
m5_intraday_trend_consistency_std_5,-0.04294129614136782,0.10032696529649239,0.09672947971070835,0.0035974855857840438,0.8390625,174.0
m5_positive_bar_ratio_std_5,-0.04294129614136782,0.10032696529649239,0.09672947971070835,0.0035974855857840438,0.8390625,174.0
gap_open,-0.04294085845569746,-0.0005800938796112324,-0.000139640998601614,-0.0004404528810096184,0.0005208333333333333,175.0
stoch_j,0.04292754203609956,63.20255423394889,62.28173323759029,0.9208209963586,0.004166666666666667,176.0
m5_close_30m_amount_share,-0.04265142497549455,0.13389629173472684,0.13325321372547524,0.0006430780092515909,0.8380208333333333,177.0
m5_close_30m_volume_share,-0.04264871321768516,0.13389651496400265,0.13325333938675707,0.0006431755772455805,0.8380208333333333,178.0
price_volume_corr_10,0.040223317101607696,0.08058896446729844,0.0789681407839522,0.0016208236833462342,0.0026041666666666665,179.0
price_volume_corr_20,0.040138311978562054,0.06959144878012065,0.05613678287790122,0.013454665902219429,0.005208333333333333,180.0
macd_hist,-0.03905595996815256,0.24389499200439635,0.20557703937472838,0.03831795262966797,0.0171875,181.0
m5_midday_reversal,0.03889138630087513,8.08535338602269e-05,0.0007128902132272717,-0.0006320366793670447,0.8380208333333333,182.0
ret_10,-0.038628223417174055,0.008646423624348306,0.009534232814314082,-0.0008878091899657756,0.005208333333333333,183.0
drawdown_regime,0.038303740996135205,0.298372513562387,0.24692874692874692,0.05144376663364006,0.0,184.0
lower_shadow,0.0373018816704421,0.003978844854200357,0.0039808301861730035,-1.9853319726467755e-06,0.0,185.0
price_volume_corr_60,0.036468114889541554,0.04430358483730418,0.03846586230610902,0.005837722531195161,0.015625,186.0
up_volume_ratio_5,-0.03622049547741456,0.5631445028032509,0.5762834230772289,-0.013138920273978005,0.0010416666666666667,187.0
ma_spread_10_20,-0.03599516279257844,0.003545219685149486,0.003727602230563628,-0.00018238254541414227,0.0046875,188.0
breakout_low_prior_120,-0.035176263114560534,0.25259556829346325,0.27464161533410036,-0.022046047040637118,0.03125,189.0
breakout_low_120,-0.034452393649644995,0.2518136251619771,0.2735879419355573,-0.021774316773580216,0.030729166666666665,190.0
breakout_volume_confirm_20,0.03443868637701156,0.03513868186286226,0.034918513178968984,0.0002201686838932751,0.0,191.0
m5_close_30m_buy_pressure,0.03423228829760733,3.378277215606924e-05,0.00015302686201374387,-0.00011924408985767463,0.8380208333333333,192.0
volume_ratio_5,0.033647749912160366,-0.000610789207668454,0.00607340407929884,-0.006684193286967294,0.0010416666666666667,193.0
trend_r2_20,0.033512647335443575,0.48449855779153267,0.45359361474679505,0.03090494304473762,0.0046875,194.0
close_to_high,-0.03318690311709779,-0.008078174629759271,-0.007167245502562016,-0.0009109291271972549,0.0,195.0
up_day_ratio_20,-0.03310140106242419,0.5713138601870829,0.5725941238564392,-0.0012802636693562963,0.0046875,196.0
bull_regime_ma60,-0.03256629067261626,0.6148282097649186,0.6769041769041769,-0.06207596713925834,0.0,197.0
ret_median_10,-0.03217848876881742,0.002033752637833898,0.001904546640033361,0.00012920599780053693,0.0026041666666666665,198.0
bear_regime_ma60,0.03159834186941982,0.36528028933092227,0.3144963144963145,0.05078397483460778,0.0,199.0
drawdown_speed_20,-0.03155466300242849,-0.0013798807183412294,0.0013412278410546525,-0.002721108559395882,0.007291666666666667,200.0
amount_change_1,0.03059818066099762,0.009878606738461481,0.011832458159700575,-0.0019538514212390935,0.0005208333333333333,201.0
m5_high_to_close_reversal,0.030310819954517447,-0.012743413813330813,-0.011964149454156787,-0.0007792643591740256,0.8380208333333333,202.0
positive_return_streak,0.029420101762741825,1.4448462929475587,1.3513513513513513,0.09349494159620741,0.0,203.0
volume_price_confirmation_10,-0.02925805187222872,0.00706021734319064,0.011947756783523611,-0.004887539440332971,0.0020833333333333333,204.0
m5_intraday_r2,-0.029180234096253203,0.46963771308111757,0.4576220763216072,0.012015636759510395,0.8380208333333333,205.0
m5_sign_flip_count,0.02894546800851709,20.25423728813559,19.992537313432837,0.2616999747027542,0.8380208333333333,206.0
bull_low_vol_regime,-0.02852385851548498,0.3987341772151899,0.44348894348894347,-0.04475476627375358,0.0,207.0
trend_r2_60,0.028323471300826727,0.4336003033163803,0.44450649297362077,-0.010906189657240495,0.015104166666666667,208.0
up_day_ratio_10,-0.02820681388181133,0.571455938697318,0.5731835731835732,-0.0017276344862551252,0.0020833333333333333,209.0
m5_close_30m_buy_pressure_rank_20,0.028001715810297235,0.4908899830328402,0.5531876706025313,-0.06229768756969106,0.8401041666666667,210.0
m5_open_30m_return,0.027098548340645203,0.00014749319664356282,-0.0004591583162699167,0.0006066515129134795,0.8380208333333333,211.0
large_down_count_20,0.02601717614961586,4.134667879890809,4.019704433497537,0.11496344639327205,0.0046875,212.0
rsi_14,-0.025642086257952893,53.663064895560616,54.40817835755616,-0.745113461995544,0.007291666666666667,213.0
up_volume_ratio_10,-0.025405610545349924,0.5696958095104164,0.5723050653205927,-0.0026092558101762364,0.0020833333333333333,214.0
m5_last_hour_volume_share,-0.024842135592755436,0.22686937059584664,0.22474016213746997,0.0021292084583766635,0.8380208333333333,215.0
amount_ratio_5,0.024723998317342438,-0.001171100785067586,0.006291182231122331,-0.007462283016189917,0.0010416666666666667,216.0
m5_longest_up_streak,0.024467489967761748,5.4858757062146895,5.649253731343284,-0.16337802512859412,0.8380208333333333,217.0
m5_volume_profile_mean_5,-0.02356886114704722,0.46085344885552754,0.46048243747989903,0.00037101137562850495,0.8390625,218.0
up_day_volume_ratio_20,-0.023274297757872844,0.5726809225559423,0.5727828534659314,-0.00010193090998911192,0.0046875,219.0
up_volume_ratio_20,-0.023274297757872844,0.5726809225559423,0.5727828534659314,-0.00010193090998911192,0.0046875,219.0
down_day_volume_ratio_20,0.02315329139667927,0.42701946070606955,0.42707809706576716,-5.863635969760583e-05,0.0046875,220.0
m5_last_hour_return,0.02292076775633357,-2.3777352078624352e-05,0.0006224012587029633,-0.0006461786107815877,0.8380208333333333,221.0
m5_close_30m_sell_pressure_z_20,-0.022663389269028104,0.08529018121642731,-0.10967213001485299,0.1949623112312803,0.8401041666666667,222.0
m5_total_volume_ratio_20,0.022641985431738672,0.00809088361651406,0.037925568260300635,-0.029834684643786573,0.8416666666666667,223.0
m5_total_amount_ratio_20,0.022641916141400095,0.0080908462942305,0.037924850197364746,-0.029834003903134246,0.8416666666666667,224.0
